episode_id,person_id,person_name,age,事実密度,composite_score
EP-251207867,P37CF9B4,遠山啓,50.0,1.0,593.8
EP-251207868,P3FCAD02,清水幹夫,57.0,1.92,563.5
EP-251207869,PE3BF185,小宮山宏,55.0,1.21,518.7
EP-251207240,P710D6C8,江頭2:50,45.0,1.0,483.9
EP-251207241,P5FB1BF3,内村光良,50.0,2.58,613.6
EP-251207242,P6CB3CEC,剛力彩芽,26.0,1.21,491.1
EP-251207246,P7FC1220,設楽統,48.0,3.36,513.5
EP-251207248,P046D44A,日村勇紀,48.0,1.96,552.3
EP-251207249,P7C541E4,蛍原徹,50.0,1.3,528.1
EP-251207252,PC3B6AF6,阿部サダヲ,40.0,1.2,540.3
EP-251207253,P8986ACB,桃井かおり,45.0,1.0,530.7
EP-251207256,P837FE6E,クリス・ヘムズワース,32.0,3.36,500.9
EP-251207257,P5747A91,石橋貴明,45.0,3.15,629.7
EP-251207260,P7FC1220,設楽統,42.0,1.68,499.3
EP-251207261,P046D44A,日村勇紀,43.0,2.46,541.3
EP-251207263,PCD8508D,南原清隆,47.0,1.0,490.6
EP-251207264,P7EBA7EC,遠藤憲一,55.0,3.07,485.0
EP-251207265,PC3B6AF6,阿部サダヲ,48.0,1.96,560.1
EP-251207268,P9510F55,クリス・プラット,38.0,1.49,508.9
EP-251207269,P837FE6E,クリス・ヘムズワース,35.0,2.07,557.1
EP-2512071049,PB672FE7,ドビュッシー,50.0,1.68,485.3
EP-2512071050,P0B8695D,ラヴェル,45.0,3.08,541.0
EP-2512071052,P8898B06,リスト,40.0,2.87,621.8
EP-2512071053,PB1C262A,ブラームス,45.0,3.36,535.2
EP-2512071056,P4B72CD5,福田こうへい,35.0,2.68,555.0
EP-2512071059,PA57E67F,水森かおり,40.0,2.68,561.9
EP-2512071063,P9C26533,長山洋子,45.0,2.87,590.9
EP-2512071064,PBD3D9E5,市川由紀乃,40.0,1.39,535.6
EP-2512071065,PD2DE87D,竹島宏,45.0,3.08,597.2
EP-2512071068,PCAC884A,ショーン・メンデス,25.0,3.36,533.4
EP-2512071069,P64D4076,ビリー・アイリッシュ,20.0,1.2,493.2
EP-251207313,PB59B3AC,原敬,60.0,3.38,594.9
EP-251207317,P980372A,山県有朋,55.0,1.62,540.6
EP-251207319,P4395ED4,石橋湛山,72.0,1.0,506.2
EP-251207321,P9622E6A,犬養毅,76.0,1.0,538.9
EP-251207322,P3C43180,レーガン,69.0,2.46,549.9
EP-251207326,PCE43307,若槻礼次郎,69.0,1.0,564.2
EP-251207329,PAB47572,フォード,61.0,2.46,522.1
EP-251207330,P39836BE,斎藤実,72.0,1.0,541.9
EP-251207332,PA709E37,東条英機,57.0,3.08,504.4
EP-251207334,P6896A99,広田弘毅,58.0,3.08,541.1
EP-251207336,P61AE577,米内光政,59.0,2.09,503.5
EP-2512071526,P581CC3D,ジャック・ウェルチ,55.0,3.25,597.3
EP-2512071527,PF10767C,コカ・コーラ創業者エイサ・キャンドラー,40.0,2.99,539.0
EP-2512071531,P3F0FD18,ジョン・ロックフェラー,40.0,2.49,510.4
EP-2512071534,P1FC0A66,安田善次郎,45.0,1.0,483.8
EP-2512071535,PBB21C83,住友政友,40.0,3.08,587.4
EP-2512071536,P3D8382B,森ビル創業者森泰吉郎,55.0,2.39,591.6
EP-2512071538,PF2F0C09,セルゲイ・ブリン,35.0,3.36,481.8
EP-2512071544,P4653E4C,ブライアン・チェスキー,35.0,3.46,554.7
EP-2512071546,P4B723C7,野中郁次郎,60.0,3.0,514.8
EP-2512071443,P2DBA7FA,谷川流,35.0,1.0,486.9
EP-2512071444,PE3BC8A7,佐野洋子,45.0,3.08,546.5
EP-2512071446,P8616426,重松清,40.0,1.01,520.4
EP-2512071447,P4E490ED,河瀬直美,35.0,2.87,576.1
EP-2512071453,P72DA736,ウディ・アレン,42.0,2.68,601.0
EP-2512071458,PA5353B0,ウォン・カーウァイ,38.0,2.77,557.1
EP-251207991,P0EB468C,大リーグ養成ギプス,35.0,1.0,551.2
EP-251207997,PD164577,石井一久,30.0,2.07,510.0
EP-251207998,PD047AB7,伊東勤,35.0,1.0,525.0
EP-251207999,P70EDD01,古田敦也,33.0,3.46,589.5
EP-2512071001,PD031847,野村謙二郎,30.0,1.87,507.8
EP-2512071002,PE79CB49,梨田昌孝,35.0,1.2,504.1
EP-2512071003,P95DCE75,星野仙一,40.0,2.39,566.5
EP-2512071015,PA83858A,ペイトン・マニング,33.0,2.57,509.1
EP-2512071093,P8CDF69E,舘ひろし,50.0,1.58,524.7
EP-2512071094,P7524791,柴田恭兵,48.0,1.3,527.8
EP-2512071095,P83655D3,鈴木京香,42.0,1.02,542.2
EP-2512071097,P576EFC0,佐藤B作,55.0,1.2,546.6
EP-2512071099,PCF9E7FD,余貴美子,50.0,1.92,615.5
EP-2512071100,P377D000,もたいまさこ,52.0,1.0,487.1
EP-2512071101,PE3F2871,國村隼,55.0,1.2,494.5
EP-2512071102,P43006BF,堤真一,45.0,2.3,597.4
EP-2512071103,P048AEBD,永瀬正敏,42.0,1.01,604.3
EP-2512071104,PDDF534C,美輪明宏,65.0,2.3,530.5
EP-2512071116,P8E44054,ラッセル・クロウ,38.0,2.07,559.7
EP-251207367,PB61C8B8,辻村太郎,38.0,1.92,637.3
EP-251207368,P643D834,槙有恒,35.0,2.49,560.7
EP-251207369,P9542988,田部重治,40.0,2.8,535.6
EP-251207370,P769B81E,冠松次郎,45.0,2.2,534.3
EP-251207371,P65C7C08,ウォルター・ローリー,35.0,3.36,606.9
EP-251207372,P1B65452,ハドソン,40.0,3.07,590.1
EP-251207376,PD80FDAC,鳥居観音,35.0,3.37,509.6
EP-251207377,P867AD0B,河口仙之助,40.0,1.0,500.5
EP-251207380,PD252BC0,シャルル・ダーウィン,27.0,2.07,531.4
EP-251207383,P16341B8,ジェラルド・ダレル,35.0,2.07,479.5
EP-251207425,PA4A2F95,夏川草介,45.0,1.0,532.3
EP-251207426,PC07CD6C,柚月裕子,48.0,1.0,510.2
EP-251207427,P85207F4,万城目学,42.0,1.2,503.9
EP-251207428,P2CED767,有川浩,46.0,2.87,577.8
EP-251207429,PC7D9A0D,住野よる,28.0,2.3,625.8
EP-251207431,P0175371,荻原規子,58.0,1.0,514.0
EP-251207433,P42A2FC5,片山杜秀,58.0,1.92,590.5
EP-251207434,PF79B6B4,細野晴臣,72.0,2.87,558.5
EP-251207436,PB4E3859,佐久間正英,58.0,2.25,577.7
EP-251207528,P05E161B,大谷昭宏,45.0,2.3,600.1
EP-251207529,P6901CA4,金田正泰,35.0,1.4,546.9
EP-251207532,P84ACF7F,岡田彰布,40.0,1.68,534.0
EP-251207535,P87A5170,田中陽子,25.0,2.87,594.9
EP-251207538,P783A8BB,浅野拓磨,26.0,3.37,588.6
EP-251207685,PE2FAD8,スティーヴン・キング,45.0,3.46,501.1
EP-251207688,PE3107ED,リドリー・スコット,48.0,3.26,569.7
EP-251207690,P84628A9,ハンス・ジマー,50.0,2.07,481.7
EP-251207692,PE436FE2,江角マキコ,35.0,1.3,514.1
EP-251207693,PD1E9EA3,窪田正孝,32.0,3.46,608.9
EP-251207695,P303BA9C,松岡茉優,28.0,2.49,615.0
EP-251207697,P6C2D45F,平手友梨奈,22.0,1.68,531.4
EP-251207698,P1C82BEE,白石麻衣,30.0,1.3,557.3
EP-251207701,P5D09B13,野村周平,29.0,1.92,506.7
EP-251207702,PD563BE4,江頭2:50以外の江頭,45.0,2.99,548.3
EP-251207703,PEBD85DD,阿部寛以外の阿部,42.0,3.39,571.0
EP-251207704,P7006AEF,岸谷五朗,42.0,1.01,540.9
EP-251207705,PC9EE877,田中要次,45.0,2.07,512.4
EP-251207706,P1679182,坂上忍,55.0,1.0,512.0
EP-251207707,PE2491ED,藤木直人,45.0,1.77,520.0
EP-251207710,P4F8D9AE,いかりや長介,70.0,1.87,493.4
EP-251207711,PA221EBD,志垣太郎,50.0,2.96,584.9
EP-251207712,P149F628,松平健,60.0,2.96,549.7
EP-251130060,P3C9ABA8,古市憲寿,35.0,2.68,551.1
EP-2512071484,PF906A8D,金子勇,33.0,1.39,657.7
EP-2512071486,PD0FABD2,佐々木俊尚,45.0,2.07,514.9
EP-2512071487,PA2EF3E4,乙武洋匡,35.0,1.58,539.9
EP-2512071489,P1697EF1,真鍋大度,38.0,1.87,518.0
EP-2512071497,P23AE666,サンダー・ピチャイ,45.0,3.36,530.6
EP-2512071500,P06E8966,ユヴァル・ノア・ハラリ,40.0,3.27,553.7
EP-2512071502,P0472A6B,ミチオ・カク,50.0,1.01,552.0
EP-2512071503,P825D22D,ブライアン・コックス,45.0,2.96,569.3
EP-2512071400,P0096BE1,ジークムント・フロイト,50.0,2.2,493.8
EP-2512071402,P0593923,湯浅光朝,60.0,1.0,486.9
EP-2512071403,PE875672,佐藤忠良,50.0,2.0,549.1
EP-2512071404,PD4EEF30,ドナルド・クヌース,40.0,1.79,486.8
EP-2512071408,P9FD76A6,ケプラー,45.0,1.92,597.7
EP-2512071409,P10A1E08,上田正仁,50.0,2.49,596.5
EP-2512071410,P8055221,伊藤穰一,45.0,1.0,508.1
EP-2512071411,PE932D66,西成活裕,40.0,2.2,500.2
EP-2512071412,P3582F17,清水富雄,55.0,1.0,505.9
EP-2512071414,PDDF17DD,二宮尊徳,45.0,1.62,529.9
EP-2512071415,P838D5D4,杉田敏,55.0,1.01,524.3
EP-2512071416,P6D023F3,内田樹,60.0,1.0,511.3
EP-2512071418,PB45DC2C,シグムント・フロイト,50.0,2.58,526.7
EP-2512071419,P5FCB0A5,エミール・デュルケーム,48.0,1.2,518.6
EP-2512071420,P954793A,ジョーゼフ・シュンペーター,55.0,2.07,525.7
EP-251207581,PD326E72,因幡晃,30.0,2.58,550.8
EP-251207585,PF2E944A,谷山浩子,35.0,1.3,533.4
EP-251207588,P56020BA,長谷川白紙,25.0,2.3,554.8
EP-251207589,P3C7C3C7,坂本美雨,30.0,1.58,505.1
EP-251207591,P83955A4,ニール・ヤング,40.0,1.0,493.1
EP-251207592,P0785150,パティ・スミス,30.0,3.18,670.4
EP-251207601,P417473C,ジョン・ケージ,60.0,1.0,488.3
EP-2512071227,P2E9D5BF,マーク・キューバン,50.0,3.36,521.1
EP-2512071232,P92EC6FE,レイ・ダリオ,65.0,2.58,606.7
EP-2512071233,P5A7D733,マイケル・ブルームバーグ,60.0,2.27,508.6
EP-2512071236,PA454D2F,藤田恭嗣,42.0,3.37,597.8
EP-2512071237,PA737F8A,西川徹,50.0,2.7,530.7
EP-2512071238,PF3784B1,竹中統一,55.0,3.08,562.2
EP-2512071239,P3E0AE50,小飼弾,48.0,2.58,480.5
EP-2512071241,PBDC97D3,高野秀敏,48.0,2.49,497.7
EP-2512071242,PF1A5BA1,新野淳一,52.0,2.58,529.5
EP-2512071358,P62E08C7,林真理子,40.0,2.68,603.3
EP-2512071359,P837A910,椎名誠,45.0,2.3,565.4
EP-2512071360,P61FB916,中野孝次,50.0,1.71,502.6
EP-2512071364,P26B3EED,レイ・ブラッドベリ,40.0,3.18,586.4
EP-2512071369,P9A63709,マーガレット・アトウッド,45.0,3.46,515.5
EP-251130083,P2381BE3,田中邦衛,50.0,1.78,635.5
EP-251207473,P0E1232F,寺田農,35.0,2.68,567.5
EP-251207474,P1523952,加瀬亮,32.0,1.58,503.3
EP-251207475,PE626874,中井貴惠,40.0,2.58,646.2
EP-251207476,PAD1D55F,室井滋,38.0,2.3,596.6
EP-251207481,P1FE1022,エドワード・ノートン,30.0,3.07,493.6
EP-251207482,P2CF74D2,フィリップ・シーモア・ホフマン,40.0,2.46,520.1
EP-251207483,P99DE14B,ヘレナ・ボナム・カーター,38.0,2.07,534.8
EP-251207489,PEE1A986,マット・ルブラン,48.0,2.27,494.9
EP-251207490,PB59862E,松雪泰子,48.0,1.0,550.2
EP-251207491,P6FA490C,天海祐希,52.0,2.2,502.2
EP-251207497,PC42D3C1,田中麗奈,40.0,2.58,588.9
EP-251207498,P9556AF6,フローレンス・ピュー,26.0,2.83,588.6
EP-251207500,PCC6B033,永作博美,48.0,2.25,509.8
EP-251207501,PAE50FA7,榮倉奈々,32.0,3.06,580.3
EP-2512071643,P7EAE36D,フリードリヒ・ニーチェ,40.0,1.58,526.2
EP-2512071647,P7B12D25,平将門,38.0,2.0,547.5
EP-2512071648,PF0C69C9,徳川慶喜,30.0,1.21,508.2
EP-2512071649,PA87E849,ルイ16世,38.0,2.3,493.1
EP-2512071650,PB985210,楠木正成,42.0,2.0,584.5
EP-2512071653,P453A85B,オットー・フォン・ビスマルク,56.0,2.87,582.1
EP-2512071659,P70705A5,ヨハネ・パウロ2世,58.0,2.58,524.9
EP-2512071660,P62F93CE,シモン・ボリバル,47.0,2.96,536.1
EP-2512071661,P93EB38A,和気清麻呂,44.0,1.62,510.8
EP-251207737,P659948C,小林聡美,48.0,1.58,496.6
EP-251207738,P478916A,武田鉄矢,55.0,1.0,495.5
EP-251207739,P8F0C743,中川家,40.0,1.01,501.6
EP-251207740,PE52BCA3,ナイナイ岡村,48.0,3.15,569.4
EP-251207741,P6F684E9,麒麟・川島,45.0,2.77,595.6
EP-251207742,P3C4603A,世界のナベアツ,45.0,1.96,545.4
EP-251207743,P1104276,品川祐,42.0,1.0,505.1
EP-251207744,P51885C7,青木さやか,38.0,1.01,608.6
EP-251207745,PEFE22D2,友近,45.0,1.0,502.0
EP-251207746,PD37CA02,森三中・大島,40.0,1.0,487.9
EP-251207747,P2F2966C,おかずクラブ,35.0,3.36,610.7
EP-251207748,P9518E13,ダニエル・ラドクリフ,25.0,2.46,544.3
EP-251207749,PADDBD5F,板尾創路,50.0,2.87,556.2
EP-251207752,PDD6413E,横山由依,28.0,1.0,544.9
EP-251207753,P0518B15,渡部建,45.0,2.8,548.4
EP-251207754,PDCF7F3F,児嶋一哉,50.0,1.39,524.6
EP-251207756,PF2AD96F,佐々木希,32.0,1.0,533.6
EP-251207757,P155993D,博多華丸・大吉,50.0,1.0,536.4
EP-251207759,PA42B2FB,兼近大樹,30.0,1.71,556.8
EP-251207761,P8B30951,小雪,45.0,3.29,585.6
EP-251207762,P7E53442,華原朋美,47.0,2.87,585.0
EP-251207763,P49D9DE1,ザ・ロック,50.0,2.3,532.6
EP-251207942,PE0A74A1,吾峠呼世晴,32.0,2.9,597.2
EP-251207943,PD8C7595,江川達也,35.0,1.0,516.0
EP-251207944,PD18144F,弘兼憲史,45.0,3.07,641.9
EP-251207945,P578A749,森川ジョージ,40.0,3.25,588.4
EP-251207948,P106C879,平野耕太,35.0,2.8,524.0
EP-251207949,P0DC1A93,今川泰宏,42.0,1.2,530.6
EP-251207950,P9D98143,渡邊政治,48.0,1.58,560.7
EP-251207952,P7F88681,宮崎駿,50.0,2.31,562.6
EP-251207961,P5EAB529,クリス・メッツェン,45.0,1.0,516.7
EP-2512071606,PCF882DA,一青窈,35.0,1.0,518.5
EP-2512071607,PE9BA1F5,内藤廣,58.0,2.3,527.6
EP-2512071608,P4BF49D5,江上波夫,55.0,3.39,606.2
EP-2512071609,P99A1242,大林宣彦,48.0,1.39,505.9
EP-2512071611,P437E8BA,竹久夢二,40.0,2.58,552.8
EP-2512071613,PBD995F6,永六輔,55.0,1.87,550.9
EP-2512071614,P21BF987,山口晃,42.0,1.01,552.0
EP-2512071616,PC744D1A,レンブラント,45.0,3.07,579.8
EP-2512071617,P60711AD,セザンヌ,50.0,1.58,581.3
EP-2512071621,P77AADF8,シャガール,55.0,3.18,651.0
EP-2512071624,P80F6D7E,クリムト,45.0,1.2,495.8
EP-251130097,PD49E4B2,安倍昭恵,55.0,2.0,520.6
EP-2512071182,P626F1DE,舛添要一,60.0,1.92,567.0
EP-2512071183,P0CBDCE7,蓮池薫,45.0,1.0,526.0
EP-2512071184,PDD8E185,古館伊知郎,55.0,1.49,499.5
EP-2512071185,P607CC94,鳥越俊太郎,70.0,1.68,554.6
EP-2512071187,P3B4CB96,猪瀬直樹,60.0,3.08,621.7
EP-2512071188,P58A8B0A,細野豪志,45.0,2.0,538.3
EP-2512071189,P86C9FD0,前原誠司,50.0,1.01,487.1
EP-2512071190,P53CB0AD,玉木雄一郎,50.0,1.0,491.6
EP-2512071191,PF3326E7,維新松井一郎,55.0,3.08,625.3
EP-2512071192,PDB1FBE2,森ゆうこ,55.0,1.62,501.9
EP-2512071196,P86E84FC,ヒラリー・クリントン,65.0,2.49,523.3
EP-2512071198,P7997C15,テレサ・メイ,60.0,1.0,520.1
EP-2512071201,P12996EF,バン・キムン,65.0,3.35,561.3
EP-2512075406,P09F5967,森山良子,35.0,1.01,523.7
EP-2512075407,PEBD3A37,夏川りみ,32.0,1.0,534.4
EP-2512075408,P3EBAB63,石川智晶,30.0,3.25,579.9
EP-2512072538,P6434A5A,本木雅弘,52.0,1.3,536.5
EP-2512072539,P23D1538,エマ・トンプソン,58.0,1.49,548.9
EP-2512072542,PF3CBFD3,野村芳太郎,48.0,2.7,588.7
EP-2512072543,PB6C3DF8,藤田敏八,42.0,2.2,493.3
EP-2512072544,P82F7E69,根津甚八,38.0,1.68,528.8
EP-2512072545,PF4AFD28,野田地図,38.0,1.2,510.5
EP-2512072546,P0C97942,夏八木勲,42.0,1.0,506.5
EP-2512072547,P9BEE770,平田オリザ,40.0,1.71,576.0
EP-2512072552,P2CF74D2,フィリップ・シーモア・ホフマン,40.0,2.46,607.1
EP-2512072554,PF7705AD,イザベル・ユペール,48.0,1.2,579.9
EP-2512072558,PB1B0F77,チャーリー・カウフマン,42.0,3.07,605.0
EP-2512072562,PA5353B0,ウォン・カーウァイ,45.0,3.08,579.0
EP-2512072564,PD62AB36,ジャン＝リュック・ゴダール,35.0,1.2,508.6
EP-2512072566,P774B9E9,ミケランジェロ・アントニオーニ,50.0,1.49,520.2
EP-2512073013,P2296EFB,鈴木武蔵,30.0,2.07,555.4
EP-2512073023,P47FE494,田口壮,52.0,2.39,489.3
EP-2512073027,PA4989E0,マルチナ・ヒンギス,43.0,3.46,561.4
EP-2512073029,P1CE014F,ジミー・コナーズ,71.0,1.3,504.4
EP-2512073030,P5DFE8D7,ジョン・マッケンロー,65.0,2.2,508.6
EP-2512073032,P68C2B1C,ジェラード,44.0,2.46,585.9
EP-2512073035,P92CBB0D,ロナウジーニョ,44.0,3.07,559.4
EP-2512075437,PAC115F7,笹井芳樹,52.0,2.2,569.2
EP-2512075438,P2A20AD0,竹市雅俊,65.0,1.0,491.5
EP-2512075441,PBB5DADC,十倉好紀,68.0,1.0,520.9
EP-2512075442,PEB725E2,細野秀雄,70.0,1.0,500.1
EP-2512075443,P801BFBC,柳田敏雄,75.0,3.37,600.1
EP-2512075444,P2E3BA84,永井良三,65.0,2.58,559.0
EP-2512075447,P5A8E99B,松尾清一,68.0,1.92,488.1
EP-2512075448,P14C7C84,水本哲弥,70.0,1.92,527.4
EP-2512073208,P6175D8A,鈴木茂雄,60.0,2.96,492.1
EP-2512073211,P45081D7,重光昭夫,45.0,1.0,520.2
EP-2512073212,PB5A7C1E,福武總一郎,55.0,3.46,607.1
EP-2512073213,PE1ADC36,竹田和平,60.0,2.0,552.0
EP-2512073215,PA6E9B91,滝田洋一,45.0,1.87,574.7
EP-2512073216,PCB75E0D,笹川陽平,65.0,1.39,536.7
EP-2512073218,P556E054,エリザベス・ホームズ,30.0,2.79,511.0
EP-2512073219,PE39CBAE,シェリル・サンドバーグ,45.0,3.07,655.4
EP-2512073220,P6DEE86E,マリッサ・メイヤー,35.0,2.07,504.3
EP-2512073224,P89DC01D,アビゲイル・ジョンソン,50.0,2.07,522.6
EP-251130124,P765816C,ノーム・チョムスキー,35.0,3.46,622.0
EP-2512074481,PA5FCADB,カール・ガウス,30.0,1.62,484.8
EP-2512074483,PEB447DE,荻生徂徠,45.0,1.0,520.4
EP-2512074484,P6116925,西田幾太郎,40.0,3.0,658.6
EP-2512074485,P50AFF83,九鬼周造,45.0,1.58,540.3
EP-2512074486,P6CD8311,和辻哲郎,40.0,1.0,542.6
EP-2512074487,P695D5DD,田辺元,45.0,1.71,607.4
EP-2512074488,PCACF351,三木清,35.0,2.09,592.1
EP-2512074490,PB24C289,バーバラ・ジョーダン,40.0,2.87,544.4
EP-2512074491,P9BCD34D,イマニュエル・カント,50.0,2.3,536.3
EP-2512074492,P4C91A44,ゲオルク・ヘーゲル,45.0,2.49,528.1
EP-2512074493,P68DE217,ジョン・スチュアート・ミル,40.0,1.0,487.4
EP-2512074498,P78B6B6B,エスター・デュフロ,35.0,1.49,553.9
EP-2512074499,P446F8BF,ジェニファー・ダウドナ,50.0,1.3,526.0
EP-251130125,P59EB907,津田左右吉,45.0,1.0,579.1
EP-2512074521,PC6F7DA3,谷口治郎,55.0,1.0,531.3
EP-2512074522,PFA87726,塚本晋也,35.0,3.07,537.0
EP-2512074525,PB88F1F2,坂東三津五郎,50.0,2.09,538.5
EP-2512074526,P1DCE9F2,市川左團次,55.0,2.09,567.9
EP-2512074527,PC9AE26B,中村橋之助,45.0,1.59,480.2
EP-2512074528,P5527DE9,尾上松也,35.0,1.0,514.0
EP-2512074529,PE901B53,片岡孝太郎,40.0,1.0,501.5
EP-2512074530,P3E5CA4E,フランソワ・トリュフォー,40.0,1.3,551.5
EP-2512074531,P12C010B,ヴィム・ヴェンダース,45.0,2.07,561.8
EP-2512074532,P64BFAC8,ルキノ・ヴィスコンティ,50.0,3.18,547.1
EP-2512074535,P6A03A69,ウンベルト・エーコ,52.0,1.0,536.5
EP-2512074537,P53D9DD7,マリオ・バルガス・リョサ,45.0,2.68,510.6
EP-2512074540,P5FD1A36,佐伯祐三,28.0,3.08,497.5
EP-2512073230,P5BC910E,橋本英郎,45.0,2.49,541.7
EP-2512073232,PA86F6D4,小島よしお,42.0,1.59,585.3
EP-2512073234,P727D75B,マルセロ・ビエルサ,68.0,2.46,534.2
EP-251130127,P512E1F9,パスカル,35.0,1.0,490.0
EP-2512075544,P3FE51C6,ファラデー,40.0,1.3,536.7
EP-2512075548,P257F75F,ハッブル,40.0,2.49,547.1
EP-2512075551,PB49E4A1,ハイゼンベルク,24.0,2.49,530.9
EP-2512075553,PD4F5843,松本清,55.0,3.08,575.4
EP-2512075554,P53D8DF9,高柳健次郎,40.0,1.3,557.2
EP-2512075556,P72CD347,島津源蔵,55.0,2.77,574.6
EP-2512075558,P88F4120,関孝和,45.0,1.01,562.0
EP-251130128,PE416E39,田中真紀子,55.0,3.46,596.5
EP-2512073253,P66161D4,加藤紘一,60.0,2.09,591.6
EP-2512073254,P3D10BDE,野中広務,70.0,2.47,566.8
EP-2512073255,PA274267,亀井静香,65.0,1.68,547.8
EP-2512073258,P7DB6573,福田赳夫,65.0,1.71,521.2
EP-2512073259,PA3A0CA2,田中眞紀子,50.0,2.09,582.9
EP-2512073260,PA959EAB,野田聖子,50.0,1.59,509.6
EP-2512073261,P9893841,土井たか子,60.0,1.21,512.3
EP-2512073262,P3556406,福島みずほ,55.0,1.59,552.9
EP-2512073263,P702BA5A,桜井よしこ,65.0,1.21,604.7
EP-2512073264,P20A719C,二階俊博,70.0,1.21,539.3
EP-2512073265,P6421FDC,ビル・クリントン,50.0,3.26,624.6
EP-2512073267,P799A008,ロナルド・レーガン,70.0,1.87,525.5
EP-251130129,PE24A1E3,竹下景子,45.0,1.01,560.2
EP-2512072654,P063E301,小池栄子,40.0,1.0,537.2
EP-2512072655,PF869A28,小栗旬の妻山田優,35.0,1.0,495.7
EP-2512072656,PC19F982,桜庭和志,40.0,1.3,549.9
EP-2512072657,PDDCA276,亀田興毅,32.0,1.0,532.4
EP-2512072658,PCA8C5A5,小川直也,38.0,3.37,513.9
EP-2512072664,PB5FA008,ドニー・イェン,50.0,1.68,563.8
EP-2512072665,PD4F1865,トニー・ジャー,35.0,2.27,505.6
EP-2512072673,P355AB49,ホイス・グレイシー,30.0,2.8,545.3
EP-2512072678,P492998C,ジョン・シナ,35.0,2.87,604.9
EP-251130130,P0F9492A,カラヤン,55.0,2.07,521.9
EP-2512075424,P549E157,尾藤イサオ,35.0,3.46,493.9
EP-2512075426,P6A6824B,中田喜直,40.0,2.8,525.8
EP-2512075428,PB271220,ラフマニノフ,35.0,1.0,537.8
EP-2512075429,PEF81F3F,U2のボノ,35.0,3.46,596.1
EP-2512075431,P81279F8,ドヴォルザーク,45.0,3.36,541.3
EP-2512075436,P6E40DCC,筒美京平,45.0,1.87,565.2
EP-2512075192,PAEB5342,津川雅寿,38.0,1.01,478.9
EP-2512075193,PA8048DA,野坂昭如,48.0,2.09,587.8
EP-2512075195,P7149A5B,アンリ・カルティエ=ブレッソン,45.0,1.87,555.8
EP-2512075199,P8D79EFF,フランク・ロイド・ライト,52.0,3.08,586.1
EP-2512075204,PC54ADC7,ミース・ファン・デル・ローエ,55.0,1.49,513.7
EP-2512075205,P8D44A00,ヴァシリー・カンディンスキー,48.0,2.46,605.3
EP-2512075207,P26A5A42,トルーマン・カポーティ,42.0,3.36,507.0
EP-251130132,PA3BBA64,竹中半兵衛,45.0,1.21,512.6
EP-2512073308,PEB6791A,松永安左エ門,60.0,1.92,538.5
EP-2512073309,PD71B843,土光敏夫,62.0,2.3,553.6
EP-2512073311,P480D060,鈴木修,65.0,1.92,492.8
EP-2512073312,P003C5F1,経団連会長の米倉弘昌,64.0,2.58,562.4
EP-2512073313,P7052731,小林喜光,63.0,2.58,484.0
EP-2512073316,P9E77D2A,中村邦夫,58.0,3.08,535.2
EP-2512073321,P0CAF715,永野重雄,50.0,3.18,547.2
EP-2512073322,PD71B843,土光敏夫,55.0,2.99,504.2
EP-2512073323,PE266D21,中山素平,60.0,1.0,511.8
EP-2512073327,P69CE02A,小林一雅,45.0,2.87,528.2
EP-2512073329,P6039C47,ジョン・D・ロックフェラー,45.0,2.49,556.6
EP-251130133,P5CF6345,メンデレーエフ,35.0,1.92,479.3
EP-2512075717,P2235914,フランシス・ベーコン,50.0,3.36,580.0
EP-2512075718,PA8B9D38,ジョン・ロック,55.0,1.01,549.8
EP-2512075719,P602CA1A,スピノザ,40.0,1.3,490.0
EP-2512075720,PA3293CA,ルネ・デカルト,50.0,3.49,620.3
EP-2512075722,P955F5B7,ヴォルテール,60.0,1.0,555.6
EP-2512075723,PC74BDF5,ルソー,50.0,1.0,526.8
EP-2512075725,PC31A4BC,アダム・スミス,53.0,2.0,533.1
EP-2512075729,PF992D00,熊谷組,50.0,1.62,560.7
EP-2512075703,P966852C,メアリー・ウォルストンクラフト,38.0,2.2,557.2
EP-2512075704,PD055B21,ジェームズ・マクスウェル,40.0,1.3,556.1
EP-2512075707,PA692A42,ルイ・ブライユ,25.0,1.49,541.9
EP-2512075710,PEFC6701,島津製作所創業者,42.0,3.49,612.4
EP-2512075712,PF533CB3,早川徳次,40.0,2.99,640.3
EP-2512075715,P25131D6,松下正治,42.0,2.87,594.3
EP-2512073509,P169A0FF,田中理恵,32.0,3.38,628.4
EP-2512073510,PE795FBF,江畑幸子,45.0,2.87,531.6
EP-2512073511,PD3A5996,アンドレス・イニエスタ,38.0,2.66,524.8
EP-2512073513,PFA05071,マニー・パッキャオ,42.0,2.07,523.1
EP-251130136,P1AE796D,津田塾,45.0,2.3,534.8
EP-2512074982,PEBBB73D,勅使川原三郎,50.0,1.21,536.9
EP-2512074983,P49712A0,いわさきちひろ,40.0,2.8,561.2
EP-2512074984,PCC2C1FF,藤城清治,65.0,1.01,511.7
EP-2512074985,PF6D931F,田河水泡,45.0,2.47,583.7
EP-2512074986,P13D76CA,白洲正子,55.0,3.0,579.5
EP-2512074987,P0C19256,柳家さん喬,60.0,3.08,603.0
EP-2512074988,P73E798D,金春安明,50.0,2.38,486.7
EP-2512074990,PA6EC284,長谷川等伯,55.0,1.0,531.3
EP-2512074991,P74846B4,狩野永徳,45.0,1.0,505.7
